sku,product_name,category,fabric,color,size,price_inr,special_offer,product_details
VAS-MEN-214,Pure Silk Lucknowi Kurta Pajama Set in Royal Blue,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Royal Blue,"XS, S, M, L, XL","5,485",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Royal Blue | Available Sizes: XS, S, M, L, XL | Price: INR 5,485 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-215,Pure Silk Lucknowi Kurta Pajama Set in Mustard Yellow,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Mustard Yellow,Custom Tailored Available,"4,219",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Mustard Yellow | Available Sizes: Custom Tailored Available | Price: INR 4,219 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-216,Pure Silk Lucknowi Kurta Pajama Set in Ivory White,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Ivory White,"S, M, L, XL, XXL, 3XL","6,665",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Ivory White | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 6,665 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-217,Pure Silk Lucknowi Kurta Pajama Set in Wine Burgundy,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Wine Burgundy,Free Size (Semi-Stitched),"5,440",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Wine Burgundy | Available Sizes: Free Size (Semi-Stitched) | Price: INR 5,440 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-218,Pure Silk Lucknowi Kurta Pajama Set in Teal Green,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Teal Green,"M, L, XL, XXL","6,691",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Teal Green | Available Sizes: M, L, XL, XXL | Price: INR 6,691 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-219,Pure Silk Lucknowi Kurta Pajama Set in Gold Metallic,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Gold Metallic,"M, L, XL, XXL","3,649",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 3,649 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-220,Pure Silk Lucknowi Kurta Pajama Set in Navy Blue,Men Ethnic - Kurta Pajama,Lucknowi Cotton Silk,Navy Blue,Custom Tailored Available,"4,867",Free Express Shipping Across India,"Fabric: Lucknowi Cotton Silk | Color: Navy Blue | Available Sizes: Custom Tailored Available | Price: INR 4,867 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-221,Jodhpuri Bandhgala Velvet Coat Suit in Maroon,Men Formal - Bandhgala,Velvet Wool Blend,Maroon,"M, L, XL, XXL","8,951",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Maroon | Available Sizes: M, L, XL, XXL | Price: INR 8,951 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-222,Jodhpuri Bandhgala Velvet Coat Suit in Pastel Pink,Men Formal - Bandhgala,Velvet Wool Blend,Pastel Pink,Free Size (Semi-Stitched),"9,325",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Pastel Pink | Available Sizes: Free Size (Semi-Stitched) | Price: INR 9,325 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-223,Jodhpuri Bandhgala Velvet Coat Suit in Emerald Green,Men Formal - Bandhgala,Velvet Wool Blend,Emerald Green,Free Size (Semi-Stitched),"22,088",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Emerald Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 22,088 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-224,Jodhpuri Bandhgala Velvet Coat Suit in Royal Blue,Men Formal - Bandhgala,Velvet Wool Blend,Royal Blue,Free Size (Semi-Stitched),"21,534",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Royal Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 21,534 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-225,Jodhpuri Bandhgala Velvet Coat Suit in Mustard Yellow,Men Formal - Bandhgala,Velvet Wool Blend,Mustard Yellow,"S, M, L, XL, XXL, 3XL","19,993",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Mustard Yellow | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 19,993 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-226,Jodhpuri Bandhgala Velvet Coat Suit in Ivory White,Men Formal - Bandhgala,Velvet Wool Blend,Ivory White,"XS, S, M, L, XL","16,675",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Ivory White | Available Sizes: XS, S, M, L, XL | Price: INR 16,675 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-227,Jodhpuri Bandhgala Velvet Coat Suit in Wine Burgundy,Men Formal - Bandhgala,Velvet Wool Blend,Wine Burgundy,Custom Tailored Available,"8,694",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 8,694 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-228,Jodhpuri Bandhgala Velvet Coat Suit in Teal Green,Men Formal - Bandhgala,Velvet Wool Blend,Teal Green,"S, M, L, XL, XXL, 3XL","18,554",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Teal Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 18,554 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-229,Jodhpuri Bandhgala Velvet Coat Suit in Gold Metallic,Men Formal - Bandhgala,Velvet Wool Blend,Gold Metallic,"M, L, XL, XXL","18,674",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Gold Metallic | Available Sizes: M, L, XL, XXL | Price: INR 18,674 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-230,Jodhpuri Bandhgala Velvet Coat Suit in Navy Blue,Men Formal - Bandhgala,Velvet Wool Blend,Navy Blue,Free Size (Semi-Stitched),"21,619",Free Express Shipping Across India,"Fabric: Velvet Wool Blend | Color: Navy Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 21,619 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-231,Printed Cotton Festive Casual Kurta in Maroon,Men Casual - Kurta,100% Cotton,Maroon,"XS, S, M, L, XL",945,Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Maroon | Available Sizes: XS, S, M, L, XL | Price: INR 945 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-232,Printed Cotton Festive Casual Kurta in Pastel Pink,Men Casual - Kurta,100% Cotton,Pastel Pink,Free Size (Semi-Stitched),934,Free Express Shipping Across India,Fabric: 100% Cotton | Color: Pastel Pink | Available Sizes: Free Size (Semi-Stitched) | Price: INR 934 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days
VAS-MEN-233,Printed Cotton Festive Casual Kurta in Emerald Green,Men Casual - Kurta,100% Cotton,Emerald Green,"S, M, L, XL, XXL, 3XL","1,738",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Emerald Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,738 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-234,Printed Cotton Festive Casual Kurta in Royal Blue,Men Casual - Kurta,100% Cotton,Royal Blue,Free Size (Semi-Stitched),"1,631",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Royal Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,631 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-235,Printed Cotton Festive Casual Kurta in Mustard Yellow,Men Casual - Kurta,100% Cotton,Mustard Yellow,"XS, S, M, L, XL","1,553",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 1,553 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-236,Printed Cotton Festive Casual Kurta in Ivory White,Men Casual - Kurta,100% Cotton,Ivory White,Custom Tailored Available,"1,094",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Ivory White | Available Sizes: Custom Tailored Available | Price: INR 1,094 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-237,Printed Cotton Festive Casual Kurta in Wine Burgundy,Men Casual - Kurta,100% Cotton,Wine Burgundy,"XS, S, M, L, XL",992,Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Wine Burgundy | Available Sizes: XS, S, M, L, XL | Price: INR 992 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-238,Printed Cotton Festive Casual Kurta in Teal Green,Men Casual - Kurta,100% Cotton,Teal Green,"XS, S, M, L, XL","1,531",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Teal Green | Available Sizes: XS, S, M, L, XL | Price: INR 1,531 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-239,Printed Cotton Festive Casual Kurta in Gold Metallic,Men Casual - Kurta,100% Cotton,Gold Metallic,"S, M, L, XL, XXL, 3XL","1,744",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Gold Metallic | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,744 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-240,Printed Cotton Festive Casual Kurta in Navy Blue,Men Casual - Kurta,100% Cotton,Navy Blue,Custom Tailored Available,"1,535",Free Express Shipping Across India,"Fabric: 100% Cotton | Color: Navy Blue | Available Sizes: Custom Tailored Available | Price: INR 1,535 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-241,Indo-Western Asymmetric Designer Kurta in Maroon,Men Ethnic - Indo Western,Raw Silk,Maroon,"XS, S, M, L, XL","5,367",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Maroon | Available Sizes: XS, S, M, L, XL | Price: INR 5,367 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-242,Indo-Western Asymmetric Designer Kurta in Pastel Pink,Men Ethnic - Indo Western,Raw Silk,Pastel Pink,Custom Tailored Available,"4,421",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Pastel Pink | Available Sizes: Custom Tailored Available | Price: INR 4,421 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-243,Indo-Western Asymmetric Designer Kurta in Emerald Green,Men Ethnic - Indo Western,Raw Silk,Emerald Green,"S, M, L, XL, XXL, 3XL","4,197",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Emerald Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 4,197 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-244,Indo-Western Asymmetric Designer Kurta in Royal Blue,Men Ethnic - Indo Western,Raw Silk,Royal Blue,Custom Tailored Available,"7,930",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Royal Blue | Available Sizes: Custom Tailored Available | Price: INR 7,930 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-245,Indo-Western Asymmetric Designer Kurta in Mustard Yellow,Men Ethnic - Indo Western,Raw Silk,Mustard Yellow,"XS, S, M, L, XL","5,946",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 5,946 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-246,Indo-Western Asymmetric Designer Kurta in Ivory White,Men Ethnic - Indo Western,Raw Silk,Ivory White,"S, M, L, XL, XXL, 3XL","6,285",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Ivory White | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 6,285 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-247,Indo-Western Asymmetric Designer Kurta in Wine Burgundy,Men Ethnic - Indo Western,Raw Silk,Wine Burgundy,"M, L, XL, XXL","7,627",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Wine Burgundy | Available Sizes: M, L, XL, XXL | Price: INR 7,627 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-248,Indo-Western Asymmetric Designer Kurta in Teal Green,Men Ethnic - Indo Western,Raw Silk,Teal Green,"XS, S, M, L, XL","6,685",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Teal Green | Available Sizes: XS, S, M, L, XL | Price: INR 6,685 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-249,Indo-Western Asymmetric Designer Kurta in Gold Metallic,Men Ethnic - Indo Western,Raw Silk,Gold Metallic,"XS, S, M, L, XL","3,700",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Gold Metallic | Available Sizes: XS, S, M, L, XL | Price: INR 3,700 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-250,Indo-Western Asymmetric Designer Kurta in Navy Blue,Men Ethnic - Indo Western,Raw Silk,Navy Blue,"S, M, L, XL, XXL, 3XL","3,698",Free Express Shipping Across India,"Fabric: Raw Silk | Color: Navy Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 3,698 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-251,Jacquard Silk Festive Nehru Jacket in Maroon,Men Ethnic - Nehru Jacket,Jacquard Silk,Maroon,Free Size (Semi-Stitched),"2,631",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Maroon | Available Sizes: Free Size (Semi-Stitched) | Price: INR 2,631 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-252,Jacquard Silk Festive Nehru Jacket in Pastel Pink,Men Ethnic - Nehru Jacket,Jacquard Silk,Pastel Pink,"M, L, XL, XXL","2,812",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Pastel Pink | Available Sizes: M, L, XL, XXL | Price: INR 2,812 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-253,Jacquard Silk Festive Nehru Jacket in Emerald Green,Men Ethnic - Nehru Jacket,Jacquard Silk,Emerald Green,Free Size (Semi-Stitched),"1,884",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Emerald Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,884 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-254,Jacquard Silk Festive Nehru Jacket in Royal Blue,Men Ethnic - Nehru Jacket,Jacquard Silk,Royal Blue,Free Size (Semi-Stitched),"3,647",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Royal Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 3,647 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-255,Jacquard Silk Festive Nehru Jacket in Mustard Yellow,Men Ethnic - Nehru Jacket,Jacquard Silk,Mustard Yellow,Free Size (Semi-Stitched),"3,840",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Mustard Yellow | Available Sizes: Free Size (Semi-Stitched) | Price: INR 3,840 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-256,Jacquard Silk Festive Nehru Jacket in Ivory White,Men Ethnic - Nehru Jacket,Jacquard Silk,Ivory White,"S, M, L, XL, XXL, 3XL","2,567",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Ivory White | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 2,567 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-257,Jacquard Silk Festive Nehru Jacket in Wine Burgundy,Men Ethnic - Nehru Jacket,Jacquard Silk,Wine Burgundy,"M, L, XL, XXL","1,572",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Wine Burgundy | Available Sizes: M, L, XL, XXL | Price: INR 1,572 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-258,Jacquard Silk Festive Nehru Jacket in Teal Green,Men Ethnic - Nehru Jacket,Jacquard Silk,Teal Green,"S, M, L, XL, XXL, 3XL","3,915",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Teal Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 3,915 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-259,Jacquard Silk Festive Nehru Jacket in Gold Metallic,Men Ethnic - Nehru Jacket,Jacquard Silk,Gold Metallic,"XS, S, M, L, XL","2,208",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Gold Metallic | Available Sizes: XS, S, M, L, XL | Price: INR 2,208 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-260,Jacquard Silk Festive Nehru Jacket in Navy Blue,Men Ethnic - Nehru Jacket,Jacquard Silk,Navy Blue,"M, L, XL, XXL","3,736",Free Express Shipping Across India,"Fabric: Jacquard Silk | Color: Navy Blue | Available Sizes: M, L, XL, XXL | Price: INR 3,736 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-261,Italian Wool Blend 3-Piece Tuxedo Suit in Maroon,Men Western - Formal Suit,Italian Wool Blend,Maroon,Free Size (Semi-Stitched),"21,312",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Maroon | Available Sizes: Free Size (Semi-Stitched) | Price: INR 21,312 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-262,Italian Wool Blend 3-Piece Tuxedo Suit in Pastel Pink,Men Western - Formal Suit,Italian Wool Blend,Pastel Pink,Custom Tailored Available,"29,108",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Pastel Pink | Available Sizes: Custom Tailored Available | Price: INR 29,108 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-263,Italian Wool Blend 3-Piece Tuxedo Suit in Emerald Green,Men Western - Formal Suit,Italian Wool Blend,Emerald Green,"M, L, XL, XXL","19,715",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Emerald Green | Available Sizes: M, L, XL, XXL | Price: INR 19,715 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-264,Italian Wool Blend 3-Piece Tuxedo Suit in Royal Blue,Men Western - Formal Suit,Italian Wool Blend,Royal Blue,Free Size (Semi-Stitched),"34,394",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Royal Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 34,394 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-265,Italian Wool Blend 3-Piece Tuxedo Suit in Mustard Yellow,Men Western - Formal Suit,Italian Wool Blend,Mustard Yellow,Free Size (Semi-Stitched),"18,572",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Mustard Yellow | Available Sizes: Free Size (Semi-Stitched) | Price: INR 18,572 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-266,Italian Wool Blend 3-Piece Tuxedo Suit in Ivory White,Men Western - Formal Suit,Italian Wool Blend,Ivory White,Custom Tailored Available,"30,713",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Ivory White | Available Sizes: Custom Tailored Available | Price: INR 30,713 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-267,Italian Wool Blend 3-Piece Tuxedo Suit in Wine Burgundy,Men Western - Formal Suit,Italian Wool Blend,Wine Burgundy,Free Size (Semi-Stitched),"13,815",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Wine Burgundy | Available Sizes: Free Size (Semi-Stitched) | Price: INR 13,815 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-268,Italian Wool Blend 3-Piece Tuxedo Suit in Teal Green,Men Western - Formal Suit,Italian Wool Blend,Teal Green,Free Size (Semi-Stitched),"20,263",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Teal Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 20,263 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-269,Italian Wool Blend 3-Piece Tuxedo Suit in Gold Metallic,Men Western - Formal Suit,Italian Wool Blend,Gold Metallic,"S, M, L, XL, XXL, 3XL","15,932",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Gold Metallic | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 15,932 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-270,Italian Wool Blend 3-Piece Tuxedo Suit in Navy Blue,Men Western - Formal Suit,Italian Wool Blend,Navy Blue,"XS, S, M, L, XL","14,732",Free Express Shipping Across India,"Fabric: Italian Wool Blend | Color: Navy Blue | Available Sizes: XS, S, M, L, XL | Price: INR 14,732 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-271,Egyptian Cotton Slim Fit Formal Shirt in Maroon,Men Western - Formal Shirt,Egyptian Giza Cotton,Maroon,"XS, S, M, L, XL","2,250",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Maroon | Available Sizes: XS, S, M, L, XL | Price: INR 2,250 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-272,Egyptian Cotton Slim Fit Formal Shirt in Pastel Pink,Men Western - Formal Shirt,Egyptian Giza Cotton,Pastel Pink,"S, M, L, XL, XXL, 3XL","1,885",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Pastel Pink | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,885 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-273,Egyptian Cotton Slim Fit Formal Shirt in Emerald Green,Men Western - Formal Shirt,Egyptian Giza Cotton,Emerald Green,Free Size (Semi-Stitched),"1,677",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Emerald Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,677 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-274,Egyptian Cotton Slim Fit Formal Shirt in Royal Blue,Men Western - Formal Shirt,Egyptian Giza Cotton,Royal Blue,Free Size (Semi-Stitched),"2,296",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Royal Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 2,296 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-275,Egyptian Cotton Slim Fit Formal Shirt in Mustard Yellow,Men Western - Formal Shirt,Egyptian Giza Cotton,Mustard Yellow,"XS, S, M, L, XL","2,359",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 2,359 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-276,Egyptian Cotton Slim Fit Formal Shirt in Ivory White,Men Western - Formal Shirt,Egyptian Giza Cotton,Ivory White,"XS, S, M, L, XL","1,679",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Ivory White | Available Sizes: XS, S, M, L, XL | Price: INR 1,679 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-277,Egyptian Cotton Slim Fit Formal Shirt in Wine Burgundy,Men Western - Formal Shirt,Egyptian Giza Cotton,Wine Burgundy,"S, M, L, XL, XXL, 3XL","2,286",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Wine Burgundy | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 2,286 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-278,Egyptian Cotton Slim Fit Formal Shirt in Teal Green,Men Western - Formal Shirt,Egyptian Giza Cotton,Teal Green,"S, M, L, XL, XXL, 3XL","2,705",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Teal Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 2,705 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-279,Egyptian Cotton Slim Fit Formal Shirt in Gold Metallic,Men Western - Formal Shirt,Egyptian Giza Cotton,Gold Metallic,Custom Tailored Available,"2,638",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Gold Metallic | Available Sizes: Custom Tailored Available | Price: INR 2,638 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-280,Egyptian Cotton Slim Fit Formal Shirt in Navy Blue,Men Western - Formal Shirt,Egyptian Giza Cotton,Navy Blue,"XS, S, M, L, XL","1,715",Free Express Shipping Across India,"Fabric: Egyptian Giza Cotton | Color: Navy Blue | Available Sizes: XS, S, M, L, XL | Price: INR 1,715 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-281,Casual Linen Breathable Summer Shirt in Maroon,Men Western - Casual Shirt,100% Pure Linen,Maroon,Free Size (Semi-Stitched),"1,576",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Maroon | Available Sizes: Free Size (Semi-Stitched) | Price: INR 1,576 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-282,Casual Linen Breathable Summer Shirt in Pastel Pink,Men Western - Casual Shirt,100% Pure Linen,Pastel Pink,Custom Tailored Available,"1,745",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Pastel Pink | Available Sizes: Custom Tailored Available | Price: INR 1,745 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-283,Casual Linen Breathable Summer Shirt in Emerald Green,Men Western - Casual Shirt,100% Pure Linen,Emerald Green,"S, M, L, XL, XXL, 3XL","3,068",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Emerald Green | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 3,068 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-284,Casual Linen Breathable Summer Shirt in Royal Blue,Men Western - Casual Shirt,100% Pure Linen,Royal Blue,Custom Tailored Available,"3,088",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Royal Blue | Available Sizes: Custom Tailored Available | Price: INR 3,088 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-285,Casual Linen Breathable Summer Shirt in Mustard Yellow,Men Western - Casual Shirt,100% Pure Linen,Mustard Yellow,"S, M, L, XL, XXL, 3XL","3,150",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Mustard Yellow | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 3,150 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-286,Casual Linen Breathable Summer Shirt in Ivory White,Men Western - Casual Shirt,100% Pure Linen,Ivory White,"XS, S, M, L, XL","2,190",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Ivory White | Available Sizes: XS, S, M, L, XL | Price: INR 2,190 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
